,日期,最高温度,最低温度,天气,风向,风力,aqi,aqiinfo,aqilevel,city
2022-07-22,2022-07-22,29℃,20℃,多云~晴,东北风,2级,30,优,1,哈尔滨
2022-07-23,2022-07-23,28℃,19℃,晴~多云,东风,3级,37,优,1,哈尔滨
2022-07-24,2022-07-24,25℃,20℃,小雨~阵雨,东风,2级,29,优,1,哈尔滨
2022-07-25,2022-07-25,29℃,20℃,多云~阴,南风,2级,28,优,1,哈尔滨
2022-07-26,2022-07-26,31℃,21℃,多云~晴,南风,2级,58,良,2,哈尔滨
2022-07-27,2022-07-27,33℃,22℃,多云~阴,南风,2级,67,良,2,哈尔滨
2022-07-28,2022-07-28,33℃,21℃,多云~雷阵雨,西南风,2级,46,优,1,哈尔滨
2022-07-29,2022-07-29,26℃,22℃,小雨~雷阵雨,西南风,2级,37,优,1,哈尔滨
2022-07-30,2022-07-30,28℃,22℃,中雨~多云,西南风,3级,30,优,1,哈尔滨
2022-07-31,2022-07-31,31℃,21℃,多云,南风,3级,39,优,1,哈尔滨
2022-07-27,2022-07-27,28,20,,,,,,,
2022-07-18,2022-07-18,,,,,,,,,
2022-07-01,2022-07-01,24℃,19℃,多云~雷阵雨,东南风,1级,22,优,1,七台河
2022-07-02,2022-07-02,28℃,20℃,多云~阵雨,西南风,2级,24,优,1,七台河
2022-07-03,2022-07-03,27℃,20℃,中雨~多云,西风,2级,24,优,1,七台河
2022-07-04,2022-07-04,29℃,20℃,多云,西南风,2级,35,优,1,七台河
2022-07-05,2022-07-05,30℃,21℃,多云~晴,东南风,1级,36,优,1,七台河
2022-07-06,2022-07-06,31℃,21℃,多云,东南风,2级,27,优,1,七台河
2022-07-07,2022-07-07,27℃,20℃,多云~中雨,南风,2级,24,优,1,七台河
2022-07-08,2022-07-08,25℃,20℃,多云,东南风,3级,20,优,1,七台河
2022-07-09,2022-07-09,27℃,19℃,多云,南风,2级,22,优,1,七台河
2022-07-10,2022-07-10,28℃,18℃,多云,东南风,2级,25,优,1,七台河
2022-07-11,2022-07-11,25℃,18℃,多云,东南风,2级,22,优,1,七台河
2022-07-12,2022-07-12,27℃,18℃,晴,东风,2级,29,优,1,七台河
2022-07-13,2022-07-13,28℃,19℃,多云~阵雨,东南风,3级,24,优,1,七台河
2022-07-14,2022-07-14,24℃,19℃,小雨~阵雨,东南风,3级,15,优,1,七台河
2022-07-15,2022-07-15,23℃,17℃,多云,东风,3级,18,优,1,七台河
2022-07-16,2022-07-16,23℃,17℃,多云~阵雨,东南风,3级,20,优,1,七台河
2022-07-17,2022-07-17,23℃,17℃,小雨,东南风,2级,15,优,1,七台河
2022-07-18,2022-07-18,24℃,17℃,小雨,东南风,2级,15,优,1,七台河
2022-07-19,2022-07-19,23℃,18℃,多云,东风,1级,23,优,1,七台河
2022-07-20,2022-07-20,28℃,18℃,多云,西北风,1级,29,优,1,七台河
2022-07-21,2022-07-21,28℃,18℃,小雨~阵雨,东北风,1级,28,优,1,七台河
2022-07-22,2022-07-22,25℃,17℃,多云,东北风,2级,21,优,1,七台河
2022-07-23,2022-07-23,25℃,17℃,多云,东北风,2级,21,优,1,七台河
2022-07-24,2022-07-24,23℃,18℃,多云,东南风,2级,20,优,1,七台河
2022-07-25,2022-07-25,25℃,17℃,多云,东南风,1级,17,优,1,七台河
2022-07-26,2022-07-26,29℃,19℃,多云~晴,西北风,1级,30,优,1,七台河
2022-07-27,2022-07-27,31℃,21℃,晴,东南风,1级,39,优,1,七台河
2022-07-28,2022-07-28,31℃,21℃,多云,东南风,2级,31,优,1,七台河
2022-07-29,2022-07-29,32℃,22℃,多云,南风,2级,36,优,1,七台河
2022-07-30,2022-07-30,29℃,22℃,多云,西南风,2级,27,优,1,七台河
2022-07-31,2022-07-31,31℃,21℃,多云,西南风,1级,33,优,1,七台河
2022-07-29,2022-07-29,27,19,,,,,,,
2022-07-16,2022-07-16,,,,,,,,,
2022-07-01,2022-07-01,25℃,20℃,雾~小雨,东南风,1级,31,优,1,鸡西
2022-07-02,2022-07-02,28℃,20℃,中雨~小雨,西南风,2级,25,优,1,鸡西
2022-07-03,2022-07-03,28℃,19℃,多云~阵雨,西南风,2级,22,优,1,鸡西
2022-07-04,2022-07-04,30℃,20℃,多云~阵雨,西南风,1级,37,优,1,鸡西
2022-07-05,2022-07-05,32℃,20℃,小雨~多云,东南风,1级,44,优,1,鸡西
2022-07-06,2022-07-06,30℃,20℃,中雨~多云,东南风,2级,38,优,1,鸡西
2022-07-07,2022-07-07,26℃,19℃,多云~大雨,南风,2级,25,优,1,鸡西
2022-07-08,2022-07-08,25℃,19℃,多云~小雨,东南风,3级,17,优,1,鸡西
2022-07-09,2022-07-09,27℃,19℃,多云,西南风,2级,22,优,1,鸡西
2022-07-10,2022-07-10,28℃,17℃,多云,南风,1级,24,优,1,鸡西
2022-07-11,2022-07-11,25℃,18℃,多云,东风,2级,30,优,1,鸡西
2022-07-12,2022-07-12,27℃,17℃,多云,东风,1级,32,优,1,鸡西
2022-07-13,2022-07-13,28℃,19℃,多云~小雨,东南风,2级,25,优,1,鸡西
2022-07-14,2022-07-14,21℃,17℃,中雨~小雨,东南风,3级,16,优,1,鸡西
2022-07-15,2022-07-15,19℃,17℃,小雨,东北风,3级,18,优,1,鸡西
2022-07-16,2022-07-16,22℃,16℃,多云~小雨,东风,3级,17,优,1,鸡西
2022-07-17,2022-07-17,21℃,17℃,中雨~阵雨,东风,2级,14,优,1,鸡西
2022-07-18,2022-07-18,22℃,18℃,中雨~小雨,东南风,1级,13,优,1,鸡西
2022-07-19,2022-07-19,25℃,19℃,小雨~阵雨,东北风,1级,26,优,1,鸡西
2022-07-20,2022-07-20,28℃,18℃,雾~阵雨,西北风,1级,33,优,1,鸡西
2022-07-21,2022-07-21,29℃,18℃,雾~阵雨,东北风,1级,31,优,1,鸡西
2022-07-22,2022-07-22,26℃,16℃,多云~晴,东北风,2级,33,优,1,鸡西
2022-07-23,2022-07-23,24℃,16℃,多云~阵雨,东北风,2级,35,优,1,鸡西
2022-07-24,2022-07-24,22℃,17℃,小雨~阵雨,东南风,2级,18,优,1,鸡西
2022-07-25,2022-07-25,27℃,19℃,多云,东南风,1级,18,优,1,鸡西
2022-07-26,2022-07-26,30℃,21℃,多云,西北风,1级,26,优,1,鸡西
2022-07-27,2022-07-27,31℃,20℃,雾~阴,东南风,1级,41,优,1,鸡西
2022-07-28,2022-07-28,31℃,21℃,多云,东南风,2级,38,优,1,鸡西
2022-07-29,2022-07-29,31℃,22℃,多云,西南风,2级,27,优,1,鸡西
2022-07-30,2022-07-30,30℃,22℃,多云,西南风,2级,24,优,1,鸡西
2022-07-31,2022-07-31,32℃,22℃,多云,西南风,1级,30,优,1,鸡西
2022-07-05,2022-07-05,27,19,,,,,,,
2022-07-16,2022-07-16,,,,,,,,,
2022-07-01,2022-07-01,28℃,20℃,多云~小雨,西南风,2级,16,优,1,牡丹江
2022-07-02,2022-07-02,30℃,20℃,阴~阵雨,西南风,3级,18,优,1,牡丹江
2022-07-03,2022-07-03,28℃,19℃,多云~阵雨,西南风,2级,17,优,1,牡丹江
2022-07-04,2022-07-04,31℃,20℃,多云,西南风,1级,27,优,1,牡丹江
2022-07-05,2022-07-05,31℃,20℃,多云,西南风,1级,27,优,1,牡丹江
2022-07-06,2022-07-06,31℃,20℃,多云~小雨,西南风,2级,21,优,1,牡丹江
2022-07-07,2022-07-07,25℃,19℃,小雨~中雨,南风,2级,14,优,1,牡丹江
2022-07-08,2022-07-08,28℃,20℃,多云,南风,3级,14,优,1,牡丹江
2022-07-09,2022-07-09,29℃,19℃,中雨~小雨,南风,2级,20,优,1,牡丹江
2022-07-10,2022-07-10,27℃,17℃,多云,南风,1级,19,优,1,牡丹江
2022-07-11,2022-07-11,29℃,17℃,多云~晴,东南风,1级,21,优,1,牡丹江
2022-07-12,2022-07-12,30℃,19℃,多云~晴,东北风,1级,29,优,1,牡丹江
2022-07-13,2022-07-13,29℃,19℃,多云~小雨,东南风,2级,20,优,1,牡丹江
2022-07-14,2022-07-14,22℃,18℃,大雨~小雨,东南风,2级,18,优,1,牡丹江
2022-07-15,2022-07-15,21℃,17℃,小雨,东北风,3级,15,优,1,牡丹江
2022-07-16,2022-07-16,24℃,17℃,多云,东北风,2级,16,优,1,牡丹江
2022-07-17,2022-07-17,23℃,17℃,小雨,东风,2级,15,优,1,牡丹江
2022-07-18,2022-07-18,23℃,17℃,多云~阵雨,东南风,2级,12,优,1,牡丹江
2022-07-19,2022-07-19,27℃,18℃,多云,东北风,1级,18,优,1,牡丹江
2022-07-20,2022-07-20,29℃,18℃,多云,北风,1级,28,优,1,牡丹江
2022-07-21,2022-07-21,29℃,18℃,雾~多云,东北风,1级,26,优,1,牡丹江
2022-07-22,2022-07-22,26℃,17℃,多云,东北风,2级,24,优,1,牡丹江
2022-07-23,2022-07-23,26℃,18℃,多云~小雨,东北风,2级,22,优,1,牡丹江
2022-07-24,2022-07-24,22℃,18℃,小雨~阵雨,东南风,2级,14,优,1,牡丹江
2022-07-25,2022-07-25,29℃,18℃,多云,西南风,1级,17,优,1,牡丹江
2022-07-26,2022-07-26,31℃,20℃,多云~晴,西南风,1级,33,优,1,牡丹江
2022-07-27,2022-07-27,32℃,21℃,多云~晴,东北风,1级,35,优,1,牡丹江
2022-07-28,2022-07-28,33℃,20℃,多云~晴,南风,1级,25,优,1,牡丹江
2022-07-29,2022-07-29,30℃,21℃,多云,西南风,3级,23,优,1,牡丹江
2022-07-30,2022-07-30,30℃,20℃,中雨~阵雨,西南风,2级,18,优,1,牡丹江
2022-07-31,2022-07-31,32℃,22℃,小雨~阵雨,西南风,1级,23,优,1,牡丹江
2022-07-28,2022-07-28,28,19,,,,,,,
2022-07-15,2022-07-15,,,,,,,,,
2022-08-01,2022-08-01,29℃,17℃,多云~晴,西南风,2级,15,优,1,大兴安岭
2022-08-02,2022-08-02,31℃,17℃,多云~晴,西风,2级,15,优,1,大兴安岭
2022-08-03,2022-08-03,32℃,18℃,多云~阴,西风,2级,17,优,1,大兴安岭
2022-08-04,2022-08-04,30℃,21℃,多云~大雨,南风,2级,19,优,1,大兴安岭
2022-08-05,2022-08-05,25℃,16℃,小雨~雷阵雨,西北风,3级,17,优,1,大兴安岭
2022-08-06,2022-08-06,28℃,15℃,晴~小雨,西北风,3级,10,优,1,大兴安岭
2022-08-07,2022-08-07,21℃,12℃,中雨~小雨,西北风,1级,13,优,1,大兴安岭
2022-08-08,2022-08-08,23℃,11℃,晴,西北风,3级,12,优,1,大兴安岭
2022-08-09,2022-08-09,22℃,12℃,多云,西北风,4级,10,优,1,大兴安岭
2022-08-10,2022-08-10,22℃,13℃,多云~阵雨,西北风,2级,10,优,1,大兴安岭
2022-08-11,2022-08-11,21℃,12℃,中雨~阴,西北风,2级,12,优,1,大兴安岭
2022-08-12,2022-08-12,23℃,12℃,多云,西北风,2级,11,优,1,大兴安岭
2022-08-13,2022-08-13,24℃,12℃,多云~晴,西北风,1级,11,优,1,大兴安岭
2022-08-14,2022-08-14,26℃,12℃,雾~晴,西南风,1级,13,优,1,大兴安岭
2022-08-15,2022-08-15,28℃,12℃,雾~晴,西北风,1级,12,优,1,大兴安岭
2022-08-16,2022-08-16,29℃,14℃,晴,西南风,2级,16,优,1,大兴安岭
2022-08-17,2022-08-17,26℃,14℃,多云~雷阵雨,西南风,2级,17,优,1,大兴安岭
2022-08-18,2022-08-18,25℃,14℃,多云~阴,西北风,2级,14,优,1,大兴安岭
2022-08-19,2022-08-19,23℃,11℃,小雨~雷阵雨,西北风,1级,14,优,1,大兴安岭
2022-08-20,2022-08-20,18℃,9℃,多云,西北风,2级,13,优,1,大兴安岭
2022-08-21,2022-08-21,22℃,8℃,多云~阴,西风,2级,11,优,1,大兴安岭
2022-08-22,2022-08-22,20℃,8℃,小雨~晴,西北风,2级,10,优,1,大兴安岭
2022-08-23,2022-08-23,23℃,6℃,晴~多云,西北风,2级,15,优,1,大兴安岭
2022-08-24,2022-08-24,22℃,10℃,多云~小雨,西风,2级,9,优,1,大兴安岭
2022-08-25,2022-08-25,17℃,10℃,多云~雷阵雨,西北风,1级,13,优,1,大兴安岭
2022-08-26,2022-08-26,19℃,5℃,小雨~晴,西北风,2级,12,优,1,大兴安岭
2022-08-27,2022-08-27,24℃,6℃,晴,西风,2级,15,优,1,大兴安岭
2022-08-28,2022-08-28,24℃,7℃,多云~晴,南风,1级,14,优,1,大兴安岭
2022-08-29,2022-08-29,22℃,9℃,多云~小雨,南风,1级,14,优,1,大兴安岭
2022-08-30,2022-08-30,17℃,6℃,雾~晴,西南风,2级,12,优,1,大兴安岭
2022-08-31,2022-08-31,16℃,4℃,雾~小雨,西风,2级,12,优,1,大兴安岭
2022-08-03,2022-08-03,24,11,,,,,,,
2022-08-31,2022-08-31,,,,,,,,,
2022-08-01,2022-08-01,27℃,18℃,多云,西南风,2级,22,优,1,黑河
2022-08-02,2022-08-02,28℃,20℃,多云,西南风,3级,21,优,1,黑河
2022-08-03,2022-08-03,30℃,19℃,晴,西南风,1级,24,优,1,黑河
2022-08-04,2022-08-04,31℃,21℃,多云~大雨,东南风,2级,21,优,1,黑河
2022-08-05,2022-08-05,25℃,17℃,大雨~多云,南风,4级,17,优,1,黑河
2022-08-06,2022-08-06,27℃,17℃,多云,西风,3级,16,优,1,黑河
2022-08-07,2022-08-07,25℃,13℃,中雨~多云,西北风,2级,14,优,1,黑河
2022-08-08,2022-08-08,21℃,14℃,多云,西风,3级,15,优,1,黑河
2022-08-09,2022-08-09,20℃,14℃,多云~雷阵雨,西风,3级,13,优,1,黑河
2022-08-10,2022-08-10,22℃,13℃,小雨~阵雨,西北风,3级,15,优,1,黑河
2022-08-11,2022-08-11,23℃,12℃,小雨~多云,西北风,2级,14,优,1,黑河
2022-08-12,2022-08-12,22℃,14℃,小雨~多云,西北风,2级,13,优,1,黑河
2022-08-13,2022-08-13,23℃,13℃,小雨~多云,西北风,2级,15,优,1,黑河
2022-08-14,2022-08-14,26℃,13℃,晴~多云,西南风,1级,18,优,1,黑河
2022-08-15,2022-08-15,26℃,15℃,多云~晴,东南风,1级,24,优,1,黑河
2022-08-16,2022-08-16,28℃,16℃,晴,西南风,2级,18,优,1,黑河
2022-08-17,2022-08-17,30℃,17℃,多云~雷阵雨,西南风,3级,22,优,1,黑河
2022-08-18,2022-08-18,25℃,14℃,多云,西风,2级,22,优,1,黑河
2022-08-19,2022-08-19,23℃,13℃,多云~阵雨,东北风,2级,19,优,1,黑河
2022-08-20,2022-08-20,19℃,11℃,多云,西北风,3级,17,优,1,黑河
2022-08-21,2022-08-21,23℃,11℃,晴~多云,西北风,2级,16,优,1,黑河
2022-08-22,2022-08-22,19℃,12℃,多云,北风,2级,19,优,1,黑河
2022-08-23,2022-08-23,22℃,11℃,多云,西北风,4级,36,优,1,黑河
2022-08-24,2022-08-24,24℃,11℃,阴~多云,西北风,2级,15,优,1,黑河
2022-08-25,2022-08-25,19℃,11℃,小雨,北风,2级,18,优,1,黑河
2022-08-26,2022-08-26,15℃,9℃,大雨~多云,西北风,2级,13,优,1,黑河
2022-08-27,2022-08-27,22℃,9℃,晴,西北风,2级,19,优,1,黑河
2022-08-28,2022-08-28,24℃,10℃,阴~多云,东南风,1级,19,优,1,黑河
2022-08-29,2022-08-29,24℃,12℃,多云,西南风,2级,24,优,1,黑河
2022-08-30,2022-08-30,21℃,11℃,阴~多云,西南风,3级,18,优,1,黑河
2022-08-31,2022-08-31,23℃,9℃,晴~小雨,西风,2级,20,优,1,黑河
2022-08-04,2022-08-04,24,14,,,,,,,
2022-08-26,2022-08-26,,,,,,,,,
2022-08-01,2022-08-01,29℃,23℃,多云~小雨,西南风,2级,33,优,1,齐齐哈尔
2022-08-02,2022-08-02,28℃,21℃,多云~阴,西南风,3级,34,优,1,齐齐哈尔
2022-08-03,2022-08-03,32℃,23℃,多云,东北风,2级,40,优,1,齐齐哈尔
2022-08-04,2022-08-04,30℃,22℃,小雨~中雨,南风,3级,38,优,1,齐齐哈尔
2022-08-05,2022-08-05,30℃,18℃,多云~晴,西北风,3级,24,优,1,齐齐哈尔
2022-08-06,2022-08-06,28℃,20℃,多云~阵雨,西风,3级,24,优,1,齐齐哈尔
2022-08-07,2022-08-07,23℃,16℃,小雨~晴,西北风,2级,21,优,1,齐齐哈尔
2022-08-08,2022-08-08,25℃,16℃,晴,西北风,3级,19,优,1,齐齐哈尔
2022-08-09,2022-08-09,26℃,17℃,晴,西风,3级,21,优,1,齐齐哈尔
2022-08-10,2022-08-10,25℃,15℃,多云~晴,西北风,3级,24,优,1,齐齐哈尔
2022-08-11,2022-08-11,24℃,14℃,多云~晴,西北风,3级,27,优,1,齐齐哈尔
2022-08-12,2022-08-12,25℃,15℃,阴~多云,西北风,2级,20,优,1,齐齐哈尔
2022-08-13,2022-08-13,25℃,16℃,多云,西北风,2级,26,优,1,齐齐哈尔
2022-08-14,2022-08-14,26℃,18℃,多云~阵雨,南风,2级,30,优,1,齐齐哈尔
2022-08-15,2022-08-15,26℃,16℃,多云~晴,东北风,3级,28,优,1,齐齐哈尔
2022-08-16,2022-08-16,29℃,19℃,晴,西风,2级,26,优,1,齐齐哈尔
2022-08-17,2022-08-17,28℃,20℃,多云,西南风,4级,30,优,1,齐齐哈尔
2022-08-18,2022-08-18,26℃,15℃,多云~小雨,东北风,3级,25,优,1,齐齐哈尔
2022-08-19,2022-08-19,25℃,15℃,晴,西北风,3级,27,优,1,齐齐哈尔
2022-08-20,2022-08-20,24℃,13℃,多云~阴,西北风,3级,22,优,1,齐齐哈尔
2022-08-21,2022-08-21,24℃,15℃,多云~中雨,西南风,2级,21,优,1,齐齐哈尔
2022-08-22,2022-08-22,19℃,13℃,小雨~多云,西北风,3级,21,优,1,齐齐哈尔
2022-08-23,2022-08-23,24℃,14℃,晴~阴,西北风,3级,19,优,1,齐齐哈尔
2022-08-24,2022-08-24,24℃,13℃,多云,西风,2级,22,优,1,齐齐哈尔
2022-08-25,2022-08-25,22℃,10℃,多云~晴,西北风,3级,20,优,1,齐齐哈尔
2022-08-26,2022-08-26,18℃,11℃,多云~晴,西北风,3级,17,优,1,齐齐哈尔
2022-08-27,2022-08-27,24℃,12℃,多云~晴,西北风,3级,16,优,1,齐齐哈尔
2022-08-28,2022-08-28,25℃,15℃,多云~阴,西南风,3级,24,优,1,齐齐哈尔
2022-08-29,2022-08-29,23℃,14℃,多云~晴,南风,4级,28,优,1,齐齐哈尔
2022-08-30,2022-08-30,20℃,11℃,多云,西南风,3级,28,优,1,齐齐哈尔
2022-08-31,2022-08-31,24℃,10℃,多云~晴,西北风,3级,34,优,1,齐齐哈尔
2022-08-03,2022-08-03,25,16,,,,,,,
2022-08-25,2022-08-25,,,,,,,,,
2022-08-01,2022-08-01,29℃,19℃,小雨~多云,西南风,2级,20,优,1,伊春
2022-08-02,2022-08-02,31℃,19℃,多云~小雨,西南风,2级,19,优,1,伊春
2022-08-03,2022-08-03,31℃,18℃,多云,西南风,2级,21,优,1,伊春
2022-08-04,2022-08-04,31℃,21℃,多云~中雨,南风,1级,17,优,1,伊春
2022-08-05,2022-08-05,26℃,18℃,暴雨~多云,西南风,2级,22,优,1,伊春
2022-08-06,2022-08-06,27℃,16℃,晴~多云,西南风,2级,14,优,1,伊春
2022-08-07,2022-08-07,26℃,16℃,小雨,东南风,1级,14,优,1,伊春
2022-08-08,2022-08-08,23℃,14℃,多云~晴,西南风,3级,16,优,1,伊春
2022-08-09,2022-08-09,23℃,14℃,多云,西南风,3级,17,优,1,伊春
2022-08-10,2022-08-10,23℃,13℃,多云,西南风,3级,16,优,1,伊春
2022-08-11,2022-08-11,22℃,10℃,多云,西南风,2级,12,优,1,伊春
2022-08-12,2022-08-12,23℃,14℃,多云~阵雨,西风,2级,11,优,1,伊春
2022-08-13,2022-08-13,20℃,13℃,中雨~多云,西南风,1级,13,优,1,伊春
2022-08-14,2022-08-14,25℃,14℃,多云,西南风,1级,14,优,1,伊春
2022-08-15,2022-08-15,26℃,14℃,多云,东北风,1级,11,优,1,伊春
2022-08-16,2022-08-16,27℃,15℃,小雨~晴,西北风,2级,14,优,1,伊春
2022-08-17,2022-08-17,28℃,16℃,晴~多云,西南风,2级,15,优,1,伊春
2022-08-18,2022-08-18,27℃,14℃,中雨,西南风,2级,20,优,1,伊春
2022-08-19,2022-08-19,18℃,12℃,中雨~多云,东北风,2级,19,优,1,伊春
2022-08-20,2022-08-20,20℃,11℃,小雨~晴,西风,3级,25,优,1,伊春
2022-08-21,2022-08-21,22℃,11℃,多云~小雨,西南风,2级,22,优,1,伊春
2022-08-22,2022-08-22,14℃,11℃,大雨~小雨,西北风,2级,14,优,1,伊春
2022-08-23,2022-08-23,21℃,10℃,多云~晴,西北风,3级,15,优,1,伊春
2022-08-24,2022-08-24,23℃,11℃,多云~阵雨,西南风,2级,16,优,1,伊春
2022-08-25,2022-08-25,18℃,9℃,小雨~阵雨,西南风,2级,17,优,1,伊春
2022-08-26,2022-08-26,19℃,8℃,阴~阵雨,西南风,2级,21,优,1,伊春
2022-08-27,2022-08-27,21℃,8℃,雾~晴,西北风,1级,16,优,1,伊春
2022-08-28,2022-08-28,24℃,11℃,晴,西南风,2级,17,优,1,伊春
2022-08-29,2022-08-29,18℃,8℃,小雨~多云,西南风,2级,20,优,1,伊春
2022-08-30,2022-08-30,21℃,12℃,晴~阵雨,西南风,1级,19,优,1,伊春
2022-08-31,2022-08-31,23℃,5℃,多云~小雨,西南风,1级,19,优,1,伊春
2022-08-02,2022-08-02,24,13,,,,,,,
2022-08-31,2022-08-31,,,,,,,,,
2022-08-01,2022-08-01,29℃,20℃,中雨~多云,西南风,2级,27,优,1,鹤岗
2022-08-02,2022-08-02,31℃,21℃,多云,西南风,2级,25,优,1,鹤岗
2022-08-03,2022-08-03,32℃,21℃,多云,西南风,2级,22,优,1,鹤岗
2022-08-04,2022-08-04,31℃,22℃,多云~小雨,东南风,1级,21,优,1,鹤岗
2022-08-05,2022-08-05,28℃,20℃,中雨~多云,南风,3级,18,优,1,鹤岗
2022-08-06,2022-08-06,29℃,18℃,多云,西南风,2级,16,优,1,鹤岗
2022-08-07,2022-08-07,24℃,18℃,阴~中雨,西南风,2级,18,优,1,鹤岗
2022-08-08,2022-08-08,26℃,15℃,晴,西风,3级,18,优,1,鹤岗
2022-08-09,2022-08-09,25℃,15℃,晴~多云,西南风,3级,19,优,1,鹤岗
2022-08-10,2022-08-10,24℃,14℃,小雨~多云,西南风,3级,18,优,1,鹤岗
2022-08-11,2022-08-11,24℃,12℃,小雨~多云,西南风,2级,18,优,1,鹤岗
2022-08-12,2022-08-12,25℃,13℃,多云,西北风,2级,13,优,1,鹤岗
2022-08-13,2022-08-13,25℃,14℃,小雨~多云,西南风,1级,20,优,1,鹤岗
2022-08-14,2022-08-14,25℃,14℃,多云,西北风,1级,16,优,1,鹤岗
2022-08-15,2022-08-15,26℃,16℃,多云,东北风,2级,24,优,1,鹤岗
2022-08-16,2022-08-16,28℃,15℃,晴,西北风,2级,30,优,1,鹤岗
2022-08-17,2022-08-17,29℃,16℃,晴,西南风,2级,32,优,1,鹤岗
2022-08-18,2022-08-18,28℃,16℃,多云~中雨,西南风,2级,45,优,1,鹤岗
2022-08-19,2022-08-19,15℃,13℃,大雨~多云,北风,2级,20,优,1,鹤岗
2022-08-20,2022-08-20,22℃,11℃,小雨~多云,西风,3级,17,优,1,鹤岗
2022-08-21,2022-08-21,23℃,11℃,多云~小雨,西风,3级,18,优,1,鹤岗
2022-08-22,2022-08-22,15℃,12℃,大雨~小雨,西风,3级,17,优,1,鹤岗
2022-08-23,2022-08-23,23℃,12℃,多云~晴,西北风,4级,17,优,1,鹤岗
2022-08-24,2022-08-24,23℃,10℃,多云~阵雨,西风,2级,16,优,1,鹤岗
2022-08-25,2022-08-25,17℃,9℃,小雨~多云,西南风,2级,16,优,1,鹤岗
2022-08-26,2022-08-26,20℃,7℃,多云,西南风,2级,24,优,1,鹤岗
2022-08-27,2022-08-27,19℃,11℃,多云~晴,西北风,2级,23,优,1,鹤岗
2022-08-28,2022-08-28,24℃,10℃,多云,西北风,2级,18,优,1,鹤岗
2022-08-29,2022-08-29,23℃,11℃,中雨~多云,西南风,2级,27,优,1,鹤岗
2022-08-30,2022-08-30,22℃,10℃,多云,西南风,2级,20,优,1,鹤岗
2022-08-31,2022-08-31,24℃,11℃,多云,西南风,2级,28,优,1,鹤岗
2022-08-03,2022-08-03,24,14,,,,,,,
2022-08-26,2022-08-26,,,,,,,,,
2022-08-01,2022-08-01,31℃,24℃,小雨~多云,西南风,2级,30,优,1,大庆
2022-08-02,2022-08-02,32℃,22℃,小雨~多云,西南风,3级,29,优,1,大庆
2022-08-03,2022-08-03,33℃,23℃,多云,西南风,2级,31,优,1,大庆
2022-08-04,2022-08-04,31℃,23℃,多云~大雨,南风,2级,25,优,1,大庆
2022-08-05,2022-08-05,29℃,20℃,多云~晴,西南风,3级,24,优,1,大庆
2022-08-06,2022-08-06,29℃,21℃,多云~小雨,西风,2级,19,优,1,大庆
2022-08-07,2022-08-07,26℃,16℃,中雨~小雨,西北风,3级,20,优,1,大庆
2022-08-08,2022-08-08,25℃,16℃,晴,西风,3级,18,优,1,大庆
2022-08-09,2022-08-09,26℃,17℃,晴,西风,4级,20,优,1,大庆
2022-08-10,2022-08-10,27℃,17℃,多云~晴,西北风,3级,21,优,1,大庆
2022-08-11,2022-08-11,25℃,16℃,多云~晴,西北风,3级,23,优,1,大庆
2022-08-12,2022-08-12,26℃,18℃,多云~晴,西风,2级,22,优,1,大庆
2022-08-13,2022-08-13,25℃,17℃,阴~多云,西风,2级,26,优,1,大庆
2022-08-14,2022-08-14,26℃,18℃,多云,南风,2级,24,优,1,大庆
2022-08-15,2022-08-15,27℃,18℃,多云,东北风,3级,19,优,1,大庆
2022-08-16,2022-08-16,29℃,19℃,晴,西北风,2级,22,优,1,大庆
2022-08-17,2022-08-17,29℃,20℃,晴~多云,西南风,3级,23,优,1,大庆
2022-08-18,2022-08-18,26℃,16℃,多云~大雨,西南风,3级,27,优,1,大庆
2022-08-19,2022-08-19,25℃,16℃,多云~晴,北风,3级,28,优,1,大庆
2022-08-20,2022-08-20,24℃,16℃,晴~多云,西北风,3级,23,优,1,大庆
2022-08-21,2022-08-21,23℃,15℃,多云~小雨,西南风,2级,21,优,1,大庆
2022-08-22,2022-08-22,17℃,13℃,小雨~多云,北风,3级,20,优,1,大庆
2022-08-23,2022-08-23,24℃,15℃,晴~多云,西北风,3级,16,优,1,大庆
2022-08-24,2022-08-24,26℃,14℃,多云~晴,西南风,3级,17,优,1,大庆
2022-08-25,2022-08-25,22℃,11℃,晴,西风,3级,19,优,1,大庆
2022-08-26,2022-08-26,20℃,12℃,多云,西北风,3级,16,优,1,大庆
2022-08-27,2022-08-27,23℃,14℃,多云~晴,西北风,3级,18,优,1,大庆
2022-08-28,2022-08-28,25℃,17℃,多云,西南风,3级,18,优,1,大庆
2022-08-29,2022-08-29,21℃,13℃,多云,南风,3级,25,优,1,大庆
2022-08-30,2022-08-30,20℃,14℃,多云~阵雨,西南风,3级,25,优,1,大庆
2022-08-31,2022-08-31,25℃,11℃,多云,西北风,3级,33,优,1,大庆
2022-08-03,2022-08-03,26,17,,,,,,,
2022-08-25,2022-08-25,,,,,,,,,
2022-08-01,2022-08-01,30℃,22℃,多云,西南风,3级,33,优,1,绥化
2022-08-02,2022-08-02,32℃,25℃,雾~多云,西南风,2级,41,优,1,绥化
2022-08-03,2022-08-03,32℃,21℃,多云,西南风,2级,39,优,1,绥化
2022-08-04,2022-08-04,31℃,23℃,阴~暴雨,南风,2级,34,优,1,绥化
2022-08-05,2022-08-05,29℃,19℃,多云,西南风,4级,27,优,1,绥化
